track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
full-stack-web,6,Dynamic routes,dynamic-routes,https://www.youtube.com/results?search_query=Dynamic+routes+tutorial+explained,,,,,
full-stack-web,7,Tailwind core,tailwind-core,https://www.youtube.com/results?search_query=Tailwind+core+tutorial+explained,,,,,
full-stack-web,7,Dark mode patterns,dark-mode-patterns,https://www.youtube.com/results?search_query=Dark+mode+patterns+tutorial+explained,,,,,
full-stack-web,10,Postgres fundamentals,postgres-fundamentals,https://www.youtube.com/results?search_query=Postgres+fundamentals+tutorial+explained,,,,,
full-stack-web,11,Resource modelling,resource-modelling,https://www.youtube.com/results?search_query=Resource+modelling+tutorial+explained,,,,,
full-stack-web,11,Status codes,status-codes,https://www.youtube.com/results?search_query=Status+codes+tutorial+explained,,,,,
full-stack-web,12,Sessions vs JWTs,sessions-vs-jwts,https://www.youtube.com/results?search_query=Sessions+vs+JWTs+tutorial+explained,,,,,
full-stack-web,12,OAuth 2.0 fundamentals,oauth-2-0-fundamentals,https://www.youtube.com/results?search_query=OAuth+2.0+fundamentals+tutorial+explained,,,,,
full-stack-web,13,Stripe primitives,stripe-primitives,https://www.youtube.com/results?search_query=Stripe+primitives+tutorial+explained,,,,,
full-stack-web,13,Subscription lifecycle,subscription-lifecycle,https://www.youtube.com/results?search_query=Subscription+lifecycle+tutorial+explained,,,,,
full-stack-web,14,Transactional email,transactional-email,https://www.youtube.com/results?search_query=Transactional+email+tutorial+explained,,,,,
full-stack-web,14,Deliverability,deliverability,https://www.youtube.com/results?search_query=Deliverability+tutorial+explained,,,,,
full-stack-web,14,Templates and personalisation,templates-and-personalisation,https://www.youtube.com/results?search_query=Templates+and+personalisation+tutorial+explained,,,,,
full-stack-web,15,S3 and S3-compatible services,s3-and-s3-compatible-services,https://www.youtube.com/results?search_query=S3+and+S3-compatible+services+tutorial+explained,,,,,
full-stack-web,15,Image optimisation,image-optimisation,https://www.youtube.com/results?search_query=Image+optimisation+tutorial+explained,,,,,
full-stack-web,15,Direct-to-S3 uploads with progress tracking,direct-to-s3-uploads-with-progress-tracking,https://www.youtube.com/results?search_query=Direct-to-S3+uploads+with+progress+tracking+tutorial+explained,,,,,
full-stack-web,16,WebSocket basics,websocket-basics,https://www.youtube.com/results?search_query=WebSocket+basics+tutorial+explained,,,,,
full-stack-web,16,Hosting real-time,hosting-real-time,https://www.youtube.com/results?search_query=Hosting+real-time+tutorial+explained,,,,,
full-stack-web,17,Testing pyramid,testing-pyramid,https://www.youtube.com/results?search_query=Testing+pyramid+tutorial+explained,,,,,
full-stack-web,17,Testing Library,testing-library,https://www.youtube.com/results?search_query=Testing+Library+tutorial+explained,,,,,
full-stack-web,18,Core Web Vitals,core-web-vitals,https://www.youtube.com/results?search_query=Core+Web+Vitals+tutorial+explained,,,,,
full-stack-web,18,Image optimisation,image-optimisation,https://www.youtube.com/results?search_query=Image+optimisation+tutorial+explained,,,,,
full-stack-web,19,CI vs CD vs CD (Continuous Integration / Delivery / Deployment),ci-vs-cd-vs-cd-continuous-integration-delivery-d,https://www.youtube.com/results?search_query=CI+vs+CD+vs+CD+%28Continuous+Integration+%2F+Delivery+%2F+Deployment%29+tutorial+explained,,,,,
full-stack-web,19,Preview deploys,preview-deploys,https://www.youtube.com/results?search_query=Preview+deploys+tutorial+explained,,,,,
full-stack-web,20,Logs vs metrics vs traces,logs-vs-metrics-vs-traces,https://www.youtube.com/results?search_query=Logs+vs+metrics+vs+traces+tutorial+explained,,,,,
full-stack-web,20,Pino,pino,https://www.youtube.com/results?search_query=Pino+tutorial+explained,,,,,
full-stack-web,20,Hosted observability,hosted-observability,https://www.youtube.com/results?search_query=Hosted+observability+tutorial+explained,,,,,
full-stack-web,21,OWASP Top 10,owasp-top-10,https://www.youtube.com/results?search_query=OWASP+Top+10+tutorial+explained,,,,,
full-stack-web,21,Authorisation bugs,authorisation-bugs,https://www.youtube.com/results?search_query=Authorisation+bugs+tutorial+explained,,,,,
full-stack-web,22,Load testing,load-testing,https://www.youtube.com/results?search_query=Load+testing+tutorial+explained,,,,,
full-stack-web,22,Caching layers,caching-layers,https://www.youtube.com/results?search_query=Caching+layers+tutorial+explained,,,,,
full-stack-web,22,Background jobs,background-jobs,https://www.youtube.com/results?search_query=Background+jobs+tutorial+explained,,,,,
full-stack-web,23,Empty states,empty-states,https://www.youtube.com/results?search_query=Empty+states+tutorial+explained,,,,,
full-stack-web,23,Error states,error-states,https://www.youtube.com/results?search_query=Error+states+tutorial+explained,,,,,
full-stack-web,23,Accessibility (a11y),accessibility-a11y,https://www.youtube.com/results?search_query=Accessibility+%28a11y%29+tutorial+explained,,,,,
devops-cloud,2,Buy a domain,buy-a-domain,https://www.youtube.com/results?search_query=Buy+a+domain+tutorial+explained,,,,,
devops-cloud,3,AWS IAM user for CI,aws-iam-user-for-ci,https://www.youtube.com/results?search_query=AWS+IAM+user+for+CI+tutorial+explained,,,,,
devops-cloud,4,Uptime monitoring,uptime-monitoring,https://www.youtube.com/results?search_query=Uptime+monitoring+tutorial+explained,,,,,
devops-cloud,4,Billing alarm,billing-alarm,https://www.youtube.com/results?search_query=Billing+alarm+tutorial+explained,,,,,
devops-cloud,5,Install + first container,install-first-container,https://www.youtube.com/results?search_query=Install+%2B+first+container+tutorial+explained,,,,,
devops-cloud,6,Write your first compose.yml,write-your-first-compose-yml,https://www.youtube.com/results?search_query=Write+your+first+compose.yml+tutorial+explained,,,,,
devops-cloud,7,Distroless or minimal Alpine,distroless-or-minimal-alpine,https://www.youtube.com/results?search_query=Distroless+or+minimal+Alpine+tutorial+explained,,,,,
devops-cloud,7,Non-root user,non-root-user,https://www.youtube.com/results?search_query=Non-root+user+tutorial+explained,,,,,
devops-cloud,7,Pin tags by digest,pin-tags-by-digest,https://www.youtube.com/results?search_query=Pin+tags+by+digest+tutorial+explained,,,,,
devops-cloud,9,The K8s mental model,the-k8s-mental-model,https://www.youtube.com/results?search_query=The+K8s+mental+model+tutorial+explained,,,,,
devops-cloud,9,Deployments + ReplicaSets,deployments-replicasets,https://www.youtube.com/results?search_query=Deployments+%2B+ReplicaSets+tutorial+explained,,,,,
devops-cloud,10,"Liveness, readiness, and startup probes",liveness-readiness-and-startup-probes,https://www.youtube.com/results?search_query=Liveness%2C+readiness%2C+and+startup+probes+tutorial+explained,,,,,
devops-cloud,10,QoS classes,qos-classes,https://www.youtube.com/results?search_query=QoS+classes+tutorial+explained,,,,,
devops-cloud,11,Helm fundamentals,helm-fundamentals,https://www.youtube.com/results?search_query=Helm+fundamentals+tutorial+explained,,,,,
devops-cloud,11,"Values files for per-environment config (dev, staging, prod)",values-files-for-per-environment-config-dev-stag,https://www.youtube.com/results?search_query=Values+files+for+per-environment+config+%28dev%2C+staging%2C+prod%29+tutorial+explained,,,,,
devops-cloud,12,What a service mesh is,what-a-service-mesh-is,https://www.youtube.com/results?search_query=What+a+service+mesh+is+tutorial+explained,,,,,
devops-cloud,12,Traffic splitting and canary deploys at the mesh level,traffic-splitting-and-canary-deploys-at-the-mesh,https://www.youtube.com/results?search_query=Traffic+splitting+and+canary+deploys+at+the+mesh+level+tutorial+explained,,,,,
devops-cloud,13,Terraform fundamentals,terraform-fundamentals,https://www.youtube.com/results?search_query=Terraform+fundamentals+tutorial+explained,,,,,
devops-cloud,13,Modules,modules,https://www.youtube.com/results?search_query=Modules+tutorial+explained,,,,,
devops-cloud,14,Managed K8s comparison,managed-k8s-comparison,https://www.youtube.com/results?search_query=Managed+K8s+comparison+tutorial+explained,,,,,
devops-cloud,14,AWS-specific integrations,aws-specific-integrations,https://www.youtube.com/results?search_query=AWS-specific+integrations+tutorial+explained,,,,,
devops-cloud,15,Lock-in inventory,lock-in-inventory,https://www.youtube.com/results?search_query=Lock-in+inventory+tutorial+explained,,,,,
devops-cloud,15,"Cloud-agnostic abstractions (Crossplane, Pulumi) and their cost",cloud-agnostic-abstractions-crossplane-pulumi-an,https://www.youtube.com/results?search_query=Cloud-agnostic+abstractions+%28Crossplane%2C+Pulumi%29+and+their+cost+tutorial+explained,,,,,
devops-cloud,15,Cloudflare Workers + Pages,cloudflare-workers-pages,https://www.youtube.com/results?search_query=Cloudflare+Workers+%2B+Pages+tutorial+explained,,,,,
devops-cloud,16,What counts as a secret,what-counts-as-a-secret,https://www.youtube.com/results?search_query=What+counts+as+a+secret+tutorial+explained,,,,,
devops-cloud,16,AWS Secrets Manager + Parameter Store,aws-secrets-manager-parameter-store,https://www.youtube.com/results?search_query=AWS+Secrets+Manager+%2B+Parameter+Store+tutorial+explained,,,,,
devops-cloud,18,Flux,flux,https://www.youtube.com/results?search_query=Flux+tutorial+explained,,,,,
devops-cloud,19,Metrics vs logs vs traces,metrics-vs-logs-vs-traces,https://www.youtube.com/results?search_query=Metrics+vs+logs+vs+traces+tutorial+explained,,,,,
devops-cloud,20,"SLIs, SLOs, SLAs",slis-slos-slas,https://www.youtube.com/results?search_query=SLIs%2C+SLOs%2C+SLAs+tutorial+explained,,,,,
devops-cloud,20,Burn-rate alerts,burn-rate-alerts,https://www.youtube.com/results?search_query=Burn-rate+alerts+tutorial+explained,,,,,
devops-cloud,20,Blameless post-mortems,blameless-post-mortems,https://www.youtube.com/results?search_query=Blameless+post-mortems+tutorial+explained,,,,,
devops-cloud,21,AWS Cost Explorer + budgets,aws-cost-explorer-budgets,https://www.youtube.com/results?search_query=AWS+Cost+Explorer+%2B+budgets+tutorial+explained,,,,,
devops-cloud,21,Right-sizing,right-sizing,https://www.youtube.com/results?search_query=Right-sizing+tutorial+explained,,,,,
devops-cloud,21,Savings plans + reserved instances,savings-plans-reserved-instances,https://www.youtube.com/results?search_query=Savings+plans+%2B+reserved+instances+tutorial+explained,,,,,
devops-cloud,22,RTO (Recovery Time Objective) vs RPO (Recovery Point Objective),rto-recovery-time-objective-vs-rpo-recovery-poin,https://www.youtube.com/results?search_query=RTO+%28Recovery+Time+Objective%29+vs+RPO+%28Recovery+Point+Objective%29+tutorial+explained,,,,,
devops-cloud,22,Database backups,database-backups,https://www.youtube.com/results?search_query=Database+backups+tutorial+explained,,,,,
devops-cloud,22,Application-level backup tools,application-level-backup-tools,https://www.youtube.com/results?search_query=Application-level+backup+tools+tutorial+explained,,,,,
devops-cloud,23,IAM least privilege,iam-least-privilege,https://www.youtube.com/results?search_query=IAM+least+privilege+tutorial+explained,,,,,
devops-cloud,23,Network segmentation,network-segmentation,https://www.youtube.com/results?search_query=Network+segmentation+tutorial+explained,,,,,
devops-cloud,23,GuardDuty + Security Hub,guardduty-security-hub,https://www.youtube.com/results?search_query=GuardDuty+%2B+Security+Hub+tutorial+explained,,,,,
devops-cloud,24,Picking a scope,picking-a-scope,https://www.youtube.com/results?search_query=Picking+a+scope+tutorial+explained,,,,,
bi-analytics,1,What is Power BI?,what-is-power-bi,https://www.youtube.com/results?search_query=What+is+Power+BI%3F+tutorial+explained,,,,,
bi-analytics,2,What's drillthrough?,what-s-drillthrough,https://www.youtube.com/results?search_query=What%27s+drillthrough%3F+tutorial+explained,,,,,
bi-analytics,2,Build the Region Detail page,build-the-region-detail-page,https://www.youtube.com/results?search_query=Build+the+Region+Detail+page+tutorial+explained,,,,,
bi-analytics,2,Enable drillthrough,enable-drillthrough,https://www.youtube.com/results?search_query=Enable+drillthrough+tutorial+explained,,,,,
bi-analytics,3,What is RLS?,what-is-rls,https://www.youtube.com/results?search_query=What+is+RLS%3F+tutorial+explained,,,,,
bi-analytics,3,Create roles,create-roles,https://www.youtube.com/results?search_query=Create+roles+tutorial+explained,,,,,
bi-analytics,3,Test as a role,test-as-a-role,https://www.youtube.com/results?search_query=Test+as+a+role+tutorial+explained,,,,,
bi-analytics,4,Why automatic refresh,why-automatic-refresh,https://www.youtube.com/results?search_query=Why+automatic+refresh+tutorial+explained,,,,,
bi-analytics,4,Move the file to OneDrive,move-the-file-to-onedrive,https://www.youtube.com/results?search_query=Move+the+file+to+OneDrive+tutorial+explained,,,,,
bi-analytics,4,Re-point Power BI to OneDrive,re-point-power-bi-to-onedrive,https://www.youtube.com/results?search_query=Re-point+Power+BI+to+OneDrive+tutorial+explained,,,,,
bi-analytics,5,Measures vs calculated columns,measures-vs-calculated-columns,https://www.youtube.com/results?search_query=Measures+vs+calculated+columns+tutorial+explained,,,,,
bi-analytics,5,"Filter context — felt, not memorised",filter-context-felt-not-memorised,https://www.youtube.com/results?search_query=Filter+context+%E2%80%94+felt%2C+not+memorised+tutorial+explained,,,,,
bi-analytics,6,Time intelligence,time-intelligence,https://www.youtube.com/results?search_query=Time+intelligence+tutorial+explained,,,,,
bi-analytics,6,Iterator functions,iterator-functions,https://www.youtube.com/results?search_query=Iterator+functions+tutorial+explained,,,,,
bi-analytics,6,Filter context vs row context,filter-context-vs-row-context,https://www.youtube.com/results?search_query=Filter+context+vs+row+context+tutorial+explained,,,,,
bi-analytics,7,Window functions,window-functions,https://www.youtube.com/results?search_query=Window+functions+tutorial+explained,,,,,
bi-analytics,7,PARTITION BY and ORDER BY inside window functions,partition-by-and-order-by-inside-window-function,https://www.youtube.com/results?search_query=PARTITION+BY+and+ORDER+BY+inside+window+functions+tutorial+explained,,,,,
bi-analytics,8,Dimensional modelling,dimensional-modelling,https://www.youtube.com/results?search_query=Dimensional+modelling+tutorial+explained,,,,,
bi-analytics,9,Descriptive statistics,descriptive-statistics,https://www.youtube.com/results?search_query=Descriptive+statistics+tutorial+explained,,,,,
bi-analytics,9,Distributions,distributions,https://www.youtube.com/results?search_query=Distributions+tutorial+explained,,,,,
bi-analytics,9,Correlation and causation,correlation-and-causation,https://www.youtube.com/results?search_query=Correlation+and+causation+tutorial+explained,,,,,
bi-analytics,10,Hypothesis testing framework,hypothesis-testing-framework,https://www.youtube.com/results?search_query=Hypothesis+testing+framework+tutorial+explained,,,,,
bi-analytics,10,t-test,t-test,https://www.youtube.com/results?search_query=t-test+tutorial+explained,,,,,
bi-analytics,11,KPI design principles,kpi-design-principles,https://www.youtube.com/results?search_query=KPI+design+principles+tutorial+explained,,,,,
bi-analytics,11,The North Star metric framework and OKRs (Objectives and Key Results),the-north-star-metric-framework-and-okrs-objecti,https://www.youtube.com/results?search_query=The+North+Star+metric+framework+and+OKRs+%28Objectives+and+Key+Results%29+tutorial+explained,,,,,
bi-analytics,11,Narrative structure for data presentations,narrative-structure-for-data-presentations,https://www.youtube.com/results?search_query=Narrative+structure+for+data+presentations+tutorial+explained,,,,,
bi-analytics,12,Python setup,python-setup,https://www.youtube.com/results?search_query=Python+setup+tutorial+explained,,,,,
bi-analytics,13,Google Cloud Platform basics,google-cloud-platform-basics,https://www.youtube.com/results?search_query=Google+Cloud+Platform+basics+tutorial+explained,,,,,
bi-analytics,13,BigQuery SQL,bigquery-sql,https://www.youtube.com/results?search_query=BigQuery+SQL+tutorial+explained,,,,,
bi-analytics,14,Prompt engineering for data analysis,prompt-engineering-for-data-analysis,https://www.youtube.com/results?search_query=Prompt+engineering+for+data+analysis+tutorial+explained,,,,,
bi-analytics,15,BI portfolio requirements,bi-portfolio-requirements,https://www.youtube.com/results?search_query=BI+portfolio+requirements+tutorial+explained,,,,,
bi-analytics,15,LinkedIn optimisation for BI roles,linkedin-optimisation-for-bi-roles,https://www.youtube.com/results?search_query=LinkedIn+optimisation+for+BI+roles+tutorial+explained,,,,,
data-analysis,1,What does a data analyst do?,what-does-a-data-analyst-do,https://www.youtube.com/results?search_query=What+does+a+data+analyst+do%3F+tutorial+explained,,,,,
data-analysis,2,"The DataFrame — many Series, one table",the-dataframe-many-series-one-table,https://www.youtube.com/results?search_query=The+DataFrame+%E2%80%94+many+Series%2C+one+table+tutorial+explained,,,,,
data-analysis,3,Form a testable hypothesis,form-a-testable-hypothesis,https://www.youtube.com/results?search_query=Form+a+testable+hypothesis+tutorial+explained,,,,,
data-analysis,3,Scatter plot: Discount vs Profit,scatter-plot-discount-vs-profit,https://www.youtube.com/results?search_query=Scatter+plot%3A+Discount+vs+Profit+tutorial+explained,,,,,
data-analysis,4,What customer lifetime value is,what-customer-lifetime-value-is,https://www.youtube.com/results?search_query=What+customer+lifetime+value+is+tutorial+explained,,,,,
data-analysis,4,Compute CLV per customer,compute-clv-per-customer,https://www.youtube.com/results?search_query=Compute+CLV+per+customer+tutorial+explained,,,,,
data-analysis,4,Segment customers by value,segment-customers-by-value,https://www.youtube.com/results?search_query=Segment+customers+by+value+tutorial+explained,,,,,
data-analysis,5,SELECT — read columns from a table,select-read-columns-from-a-table,https://www.youtube.com/results?search_query=SELECT+%E2%80%94+read+columns+from+a+table+tutorial+explained,,,,,
data-analysis,5,WHERE — filter rows,where-filter-rows,https://www.youtube.com/results?search_query=WHERE+%E2%80%94+filter+rows+tutorial+explained,,,,,
data-analysis,6,Samples and selection bias,samples-and-selection-bias,https://www.youtube.com/results?search_query=Samples+and+selection+bias+tutorial+explained,,,,,
data-analysis,6,Confidence intervals,confidence-intervals,https://www.youtube.com/results?search_query=Confidence+intervals+tutorial+explained,,,,,
data-analysis,6,Correlation,correlation,https://www.youtube.com/results?search_query=Correlation+tutorial+explained,,,,,
data-analysis,7,"AI accelerates, you stay accountable",ai-accelerates-you-stay-accountable,https://www.youtube.com/results?search_query=AI+accelerates%2C+you+stay+accountable+tutorial+explained,,,,,
data-analysis,7,Schema-aware prompts for SQL,schema-aware-prompts-for-sql,https://www.youtube.com/results?search_query=Schema-aware+prompts+for+SQL+tutorial+explained,,,,,
data-analysis,8,"The deck is an argument, not a dump",the-deck-is-an-argument-not-a-dump,https://www.youtube.com/results?search_query=The+deck+is+an+argument%2C+not+a+dump+tutorial+explained,,,,,
data-analysis,8,Slide 1 — the headline (BLUF),slide-1-the-headline-bluf,https://www.youtube.com/results?search_query=Slide+1+%E2%80%94+the+headline+%28BLUF%29+tutorial+explained,,,,,
data-analysis,8,Slides 2-4 — one finding per slide,slides-2-4-one-finding-per-slide,https://www.youtube.com/results?search_query=Slides+2-4+%E2%80%94+one+finding+per+slide+tutorial+explained,,,,,
data-analysis,9,Find the rough edges,find-the-rough-edges,https://www.youtube.com/results?search_query=Find+the+rough+edges+tutorial+explained,,,,,
data-analysis,9,Fix the rough edges,fix-the-rough-edges,https://www.youtube.com/results?search_query=Fix+the+rough+edges+tutorial+explained,,,,,
data-analysis,9,Reformat the memo as a polished doc,reformat-the-memo-as-a-polished-doc,https://www.youtube.com/results?search_query=Reformat+the+memo+as+a+polished+doc+tutorial+explained,,,,,
data-analysis,10,Why people analytics,why-people-analytics,https://www.youtube.com/results?search_query=Why+people+analytics+tutorial+explained,,,,,
data-analysis,10,Load and inspect,load-and-inspect,https://www.youtube.com/results?search_query=Load+and+inspect+tutorial+explained,,,,,
data-analysis,10,Attrition by department,attrition-by-department,https://www.youtube.com/results?search_query=Attrition+by+department+tutorial+explained,,,,,
data-analysis,11,What tenure analysis is,what-tenure-analysis-is,https://www.youtube.com/results?search_query=What+tenure+analysis+is+tutorial+explained,,,,,
data-analysis,11,Attrition by tenure band,attrition-by-tenure-band,https://www.youtube.com/results?search_query=Attrition+by+tenure+band+tutorial+explained,,,,,
data-analysis,12,Build the dashboard,build-the-dashboard,https://www.youtube.com/results?search_query=Build+the+dashboard+tutorial+explained,,,,,
data-analysis,12,Make it interactive (filters),make-it-interactive-filters,https://www.youtube.com/results?search_query=Make+it+interactive+%28filters%29+tutorial+explained,,,,,
data-analysis,13,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
data-analysis,13,Fix them,fix-them,https://www.youtube.com/results?search_query=Fix+them+tutorial+explained,,,,,
data-analysis,14,Why analysts scrape,why-analysts-scrape,https://www.youtube.com/results?search_query=Why+analysts+scrape+tutorial+explained,,,,,
data-analysis,14,Scrape ethically (robots.txt),scrape-ethically-robots-txt,https://www.youtube.com/results?search_query=Scrape+ethically+%28robots.txt%29+tutorial+explained,,,,,
data-analysis,15,What is a funnel?,what-is-a-funnel,https://www.youtube.com/results?search_query=What+is+a+funnel%3F+tutorial+explained,,,,,
data-analysis,15,Get the Olist data,get-the-olist-data,https://www.youtube.com/results?search_query=Get+the+Olist+data+tutorial+explained,,,,,
data-analysis,16,What's a cohort?,what-s-a-cohort,https://www.youtube.com/results?search_query=What%27s+a+cohort%3F+tutorial+explained,,,,,
data-analysis,16,First-purchase month per customer,first-purchase-month-per-customer,https://www.youtube.com/results?search_query=First-purchase+month+per+customer+tutorial+explained,,,,,
data-analysis,17,What an A/B test really is,what-an-a-b-test-really-is,https://www.youtube.com/results?search_query=What+an+A%2FB+test+really+is+tutorial+explained,,,,,
data-analysis,17,Simulate the two groups,simulate-the-two-groups,https://www.youtube.com/results?search_query=Simulate+the+two+groups+tutorial+explained,,,,,
data-analysis,17,Compute the lift,compute-the-lift,https://www.youtube.com/results?search_query=Compute+the+lift+tutorial+explained,,,,,
data-analysis,18,Dashboard layout,dashboard-layout,https://www.youtube.com/results?search_query=Dashboard+layout+tutorial+explained,,,,,
data-analysis,18,The funnel chart,the-funnel-chart,https://www.youtube.com/results?search_query=The+funnel+chart+tutorial+explained,,,,,
data-analysis,19,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
data-analysis,20,Why learn both Power BI and Tableau,why-learn-both-power-bi-and-tableau,https://www.youtube.com/results?search_query=Why+learn+both+Power+BI+and+Tableau+tutorial+explained,,,,,
data-analysis,21,Set up BigQuery (free),set-up-bigquery-free,https://www.youtube.com/results?search_query=Set+up+BigQuery+%28free%29+tutorial+explained,,,,,
data-analysis,23,Trend chart,trend-chart,https://www.youtube.com/results?search_query=Trend+chart+tutorial+explained,,,,,
data-analysis,24,Page 4 — Operations,page-4-operations,https://www.youtube.com/results?search_query=Page+4+%E2%80%94+Operations+tutorial+explained,,,,,
data-analysis,25,Why storytelling beats analysis,why-storytelling-beats-analysis,https://www.youtube.com/results?search_query=Why+storytelling+beats+analysis+tutorial+explained,,,,,
data-analysis,25,Distil it to ONE sentence,distil-it-to-one-sentence,https://www.youtube.com/results?search_query=Distil+it+to+ONE+sentence+tutorial+explained,,,,,
data-analysis,25,Slide as visual hierarchy,slide-as-visual-hierarchy,https://www.youtube.com/results?search_query=Slide+as+visual+hierarchy+tutorial+explained,,,,,
data-analysis,27,Audit what you have,audit-what-you-have,https://www.youtube.com/results?search_query=Audit+what+you+have+tutorial+explained,,,,,
data-analysis,28,Data modeling and relationships,data-modeling-and-relationships,https://www.youtube.com/results?search_query=Data+modeling+and+relationships+tutorial+explained,,,,,
data-analysis,28,DAX measures,dax-measures,https://www.youtube.com/results?search_query=DAX+measures+tutorial+explained,,,,,
data-engineering,1,Data engineering vs analytics vs software engineering,data-engineering-vs-analytics-vs-software-engine,https://www.youtube.com/results?search_query=Data+engineering+vs+analytics+vs+software+engineering+tutorial+explained,,,,,
data-engineering,3,BigQuery: serverless analytics,bigquery-serverless-analytics,https://www.youtube.com/results?search_query=BigQuery%3A+serverless+analytics+tutorial+explained,,,,,
data-engineering,4,ETL: the historical approach,etl-the-historical-approach,https://www.youtube.com/results?search_query=ETL%3A+the+historical+approach+tutorial+explained,,,,,
data-engineering,4,ELT: the modern shift,elt-the-modern-shift,https://www.youtube.com/results?search_query=ELT%3A+the+modern+shift+tutorial+explained,,,,,
data-engineering,5,Partitioning files in the lake,partitioning-files-in-the-lake,https://www.youtube.com/results?search_query=Partitioning+files+in+the+lake+tutorial+explained,,,,,
data-engineering,6,Why orchestration exists,why-orchestration-exists,https://www.youtube.com/results?search_query=Why+orchestration+exists+tutorial+explained,,,,,
data-engineering,6,Airflow DAGs,airflow-dags,https://www.youtube.com/results?search_query=Airflow+DAGs+tutorial+explained,,,,,
data-engineering,7,Kafka topics and partitions,kafka-topics-and-partitions,https://www.youtube.com/results?search_query=Kafka+topics+and+partitions+tutorial+explained,,,,,
data-engineering,8,Why distributed processing,why-distributed-processing,https://www.youtube.com/results?search_query=Why+distributed+processing+tutorial+explained,,,,,
data-engineering,12,Understand the source API,understand-the-source-api,https://www.youtube.com/results?search_query=Understand+the+source+API+tutorial+explained,,,,,
data-engineering,12,Write the extractor,write-the-extractor,https://www.youtube.com/results?search_query=Write+the+extractor+tutorial+explained,,,,,
data-engineering,13,Choose the file format,choose-the-file-format,https://www.youtube.com/results?search_query=Choose+the+file+format+tutorial+explained,,,,,
data-engineering,13,Design the partition scheme,design-the-partition-scheme,https://www.youtube.com/results?search_query=Design+the+partition+scheme+tutorial+explained,,,,,
data-engineering,14,Stage raw into the warehouse,stage-raw-into-the-warehouse,https://www.youtube.com/results?search_query=Stage+raw+into+the+warehouse+tutorial+explained,,,,,
data-engineering,14,External tables vs loading,external-tables-vs-loading,https://www.youtube.com/results?search_query=External+tables+vs+loading+tutorial+explained,,,,,
data-engineering,15,Set up dbt on the warehouse,set-up-dbt-on-the-warehouse,https://www.youtube.com/results?search_query=Set+up+dbt+on+the+warehouse+tutorial+explained,,,,,
data-engineering,15,Write staging models,write-staging-models,https://www.youtube.com/results?search_query=Write+staging+models+tutorial+explained,,,,,
data-engineering,16,Design the dimensional model,design-the-dimensional-model,https://www.youtube.com/results?search_query=Design+the+dimensional+model+tutorial+explained,,,,,
data-engineering,16,Build dimension models,build-dimension-models,https://www.youtube.com/results?search_query=Build+dimension+models+tutorial+explained,,,,,
data-engineering,17,Map the full DAG,map-the-full-dag,https://www.youtube.com/results?search_query=Map+the+full+DAG+tutorial+explained,,,,,
data-engineering,17,Author the orchestration code,author-the-orchestration-code,https://www.youtube.com/results?search_query=Author+the+orchestration+code+tutorial+explained,,,,,
data-engineering,18,Identify the streaming use case,identify-the-streaming-use-case,https://www.youtube.com/results?search_query=Identify+the+streaming+use+case+tutorial+explained,,,,,
data-engineering,18,Set up the event source,set-up-the-event-source,https://www.youtube.com/results?search_query=Set+up+the+event+source+tutorial+explained,,,,,
data-engineering,19,Inventory the risks,inventory-the-risks,https://www.youtube.com/results?search_query=Inventory+the+risks+tutorial+explained,,,,,
data-engineering,19,Add source-freshness checks,add-source-freshness-checks,https://www.youtube.com/results?search_query=Add+source-freshness+checks+tutorial+explained,,,,,
data-engineering,20,Assign ownership,assign-ownership,https://www.youtube.com/results?search_query=Assign+ownership+tutorial+explained,,,,,
data-engineering,20,Document datasets,document-datasets,https://www.youtube.com/results?search_query=Document+datasets+tutorial+explained,,,,,
data-engineering,21,Choose the serving approach,choose-the-serving-approach,https://www.youtube.com/results?search_query=Choose+the+serving+approach+tutorial+explained,,,,,
data-engineering,21,Connect the BI tool,connect-the-bi-tool,https://www.youtube.com/results?search_query=Connect+the+BI+tool+tutorial+explained,,,,,
data-engineering,23,CI for transformations,ci-for-transformations,https://www.youtube.com/results?search_query=CI+for+transformations+tutorial+explained,,,,,
data-engineering,24,Document the architecture,document-the-architecture,https://www.youtube.com/results?search_query=Document+the+architecture+tutorial+explained,,,,,
ml-engineering,3,What are hyperparameters?,what-are-hyperparameters,https://www.youtube.com/results?search_query=What+are+hyperparameters%3F+tutorial+explained,,,,,
ml-engineering,3,Install Optuna,install-optuna,https://www.youtube.com/results?search_query=Install+Optuna+tutorial+explained,,,,,
ml-engineering,3,Retrain with best params,retrain-with-best-params,https://www.youtube.com/results?search_query=Retrain+with+best+params+tutorial+explained,,,,,
ml-engineering,4,What is a REST API?,what-is-a-rest-api,https://www.youtube.com/results?search_query=What+is+a+REST+API%3F+tutorial+explained,,,,,
ml-engineering,4,Install Flask,install-flask,https://www.youtube.com/results?search_query=Install+Flask+tutorial+explained,,,,,
ml-engineering,6,Decision trees,decision-trees,https://www.youtube.com/results?search_query=Decision+trees+tutorial+explained,,,,,
ml-engineering,8,Time series components,time-series-components,https://www.youtube.com/results?search_query=Time+series+components+tutorial+explained,,,,,
