priority,track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
104,full-stack-web,12,Sessions vs JWTs,sessions-vs-jwts,https://www.youtube.com/results?search_query=Sessions+vs+JWTs+tutorial+explained,,,,,
104,full-stack-web,12,OAuth 2.0 fundamentals,oauth-2-0-fundamentals,https://www.youtube.com/results?search_query=OAuth+2.0+fundamentals+tutorial+explained,,,,,
105,full-stack-web,13,Stripe primitives,stripe-primitives,https://www.youtube.com/results?search_query=Stripe+primitives+tutorial+explained,,,,,
105,full-stack-web,13,Subscription lifecycle,subscription-lifecycle,https://www.youtube.com/results?search_query=Subscription+lifecycle+tutorial+explained,,,,,
106,full-stack-web,14,Transactional email,transactional-email,https://www.youtube.com/results?search_query=Transactional+email+tutorial+explained,,,,,
106,full-stack-web,14,Deliverability,deliverability,https://www.youtube.com/results?search_query=Deliverability+tutorial+explained,,,,,
106,full-stack-web,14,Templates and personalisation,templates-and-personalisation,https://www.youtube.com/results?search_query=Templates+and+personalisation+tutorial+explained,,,,,
107,full-stack-web,15,S3 and S3-compatible services,s3-and-s3-compatible-services,https://www.youtube.com/results?search_query=S3+and+S3-compatible+services+tutorial+explained,,,,,
107,full-stack-web,15,Image optimisation,image-optimisation,https://www.youtube.com/results?search_query=Image+optimisation+tutorial+explained,,,,,
107,full-stack-web,15,Direct-to-S3 uploads with progress tracking,direct-to-s3-uploads-with-progress-tracking,https://www.youtube.com/results?search_query=Direct-to-S3+uploads+with+progress+tracking+tutorial+explained,,,,,
108,full-stack-web,16,WebSocket basics,websocket-basics,https://www.youtube.com/results?search_query=WebSocket+basics+tutorial+explained,,,,,
108,full-stack-web,16,Hosting real-time,hosting-real-time,https://www.youtube.com/results?search_query=Hosting+real-time+tutorial+explained,,,,,
109,full-stack-web,17,Testing pyramid,testing-pyramid,https://www.youtube.com/results?search_query=Testing+pyramid+tutorial+explained,,,,,
109,full-stack-web,17,Testing Library,testing-library,https://www.youtube.com/results?search_query=Testing+Library+tutorial+explained,,,,,
110,full-stack-web,18,Core Web Vitals,core-web-vitals,https://www.youtube.com/results?search_query=Core+Web+Vitals+tutorial+explained,,,,,
110,full-stack-web,18,Image optimisation,image-optimisation,https://www.youtube.com/results?search_query=Image+optimisation+tutorial+explained,,,,,
111,full-stack-web,19,CI vs CD vs CD (Continuous Integration / Delivery / Deployment),ci-vs-cd-vs-cd-continuous-integration-delivery-d,https://www.youtube.com/results?search_query=CI+vs+CD+vs+CD+%28Continuous+Integration+%2F+Delivery+%2F+Deployment%29+tutorial+explained,,,,,
111,full-stack-web,19,Preview deploys,preview-deploys,https://www.youtube.com/results?search_query=Preview+deploys+tutorial+explained,,,,,
112,full-stack-web,20,Logs vs metrics vs traces,logs-vs-metrics-vs-traces,https://www.youtube.com/results?search_query=Logs+vs+metrics+vs+traces+tutorial+explained,,,,,
112,full-stack-web,20,Pino,pino,https://www.youtube.com/results?search_query=Pino+tutorial+explained,,,,,
112,full-stack-web,20,Hosted observability,hosted-observability,https://www.youtube.com/results?search_query=Hosted+observability+tutorial+explained,,,,,
113,full-stack-web,21,OWASP Top 10,owasp-top-10,https://www.youtube.com/results?search_query=OWASP+Top+10+tutorial+explained,,,,,
113,full-stack-web,21,Authorisation bugs,authorisation-bugs,https://www.youtube.com/results?search_query=Authorisation+bugs+tutorial+explained,,,,,
114,full-stack-web,22,Load testing,load-testing,https://www.youtube.com/results?search_query=Load+testing+tutorial+explained,,,,,
114,full-stack-web,22,Caching layers,caching-layers,https://www.youtube.com/results?search_query=Caching+layers+tutorial+explained,,,,,
114,full-stack-web,22,Background jobs,background-jobs,https://www.youtube.com/results?search_query=Background+jobs+tutorial+explained,,,,,
115,full-stack-web,23,Empty states,empty-states,https://www.youtube.com/results?search_query=Empty+states+tutorial+explained,,,,,
115,full-stack-web,23,Error states,error-states,https://www.youtube.com/results?search_query=Error+states+tutorial+explained,,,,,
115,full-stack-web,23,Accessibility (a11y),accessibility-a11y,https://www.youtube.com/results?search_query=Accessibility+%28a11y%29+tutorial+explained,,,,,
116,devops-cloud,2,Buy a domain,buy-a-domain,https://www.youtube.com/results?search_query=Buy+a+domain+tutorial+explained,,,,,
117,devops-cloud,3,AWS IAM user for CI,aws-iam-user-for-ci,https://www.youtube.com/results?search_query=AWS+IAM+user+for+CI+tutorial+explained,,,,,
118,devops-cloud,4,Uptime monitoring,uptime-monitoring,https://www.youtube.com/results?search_query=Uptime+monitoring+tutorial+explained,,,,,
118,devops-cloud,4,Billing alarm,billing-alarm,https://www.youtube.com/results?search_query=Billing+alarm+tutorial+explained,,,,,
119,devops-cloud,5,Install + first container,install-first-container,https://www.youtube.com/results?search_query=Install+%2B+first+container+tutorial+explained,,,,,
120,devops-cloud,6,Write your first compose.yml,write-your-first-compose-yml,https://www.youtube.com/results?search_query=Write+your+first+compose.yml+tutorial+explained,,,,,
121,devops-cloud,7,Distroless or minimal Alpine,distroless-or-minimal-alpine,https://www.youtube.com/results?search_query=Distroless+or+minimal+Alpine+tutorial+explained,,,,,
121,devops-cloud,7,Non-root user,non-root-user,https://www.youtube.com/results?search_query=Non-root+user+tutorial+explained,,,,,
121,devops-cloud,7,Pin tags by digest,pin-tags-by-digest,https://www.youtube.com/results?search_query=Pin+tags+by+digest+tutorial+explained,,,,,
122,devops-cloud,9,The K8s mental model,the-k8s-mental-model,https://www.youtube.com/results?search_query=The+K8s+mental+model+tutorial+explained,,,,,
122,devops-cloud,9,Deployments + ReplicaSets,deployments-replicasets,https://www.youtube.com/results?search_query=Deployments+%2B+ReplicaSets+tutorial+explained,,,,,
123,devops-cloud,10,"Liveness, readiness, and startup probes",liveness-readiness-and-startup-probes,https://www.youtube.com/results?search_query=Liveness%2C+readiness%2C+and+startup+probes+tutorial+explained,,,,,
123,devops-cloud,10,QoS classes,qos-classes,https://www.youtube.com/results?search_query=QoS+classes+tutorial+explained,,,,,
124,devops-cloud,11,Helm fundamentals,helm-fundamentals,https://www.youtube.com/results?search_query=Helm+fundamentals+tutorial+explained,,,,,
124,devops-cloud,11,"Values files for per-environment config (dev, staging, prod)",values-files-for-per-environment-config-dev-stag,https://www.youtube.com/results?search_query=Values+files+for+per-environment+config+%28dev%2C+staging%2C+prod%29+tutorial+explained,,,,,
125,devops-cloud,12,What a service mesh is,what-a-service-mesh-is,https://www.youtube.com/results?search_query=What+a+service+mesh+is+tutorial+explained,,,,,
125,devops-cloud,12,Traffic splitting and canary deploys at the mesh level,traffic-splitting-and-canary-deploys-at-the-mesh,https://www.youtube.com/results?search_query=Traffic+splitting+and+canary+deploys+at+the+mesh+level+tutorial+explained,,,,,
126,devops-cloud,13,Terraform fundamentals,terraform-fundamentals,https://www.youtube.com/results?search_query=Terraform+fundamentals+tutorial+explained,,,,,
126,devops-cloud,13,Modules,modules,https://www.youtube.com/results?search_query=Modules+tutorial+explained,,,,,
127,devops-cloud,14,Managed K8s comparison,managed-k8s-comparison,https://www.youtube.com/results?search_query=Managed+K8s+comparison+tutorial+explained,,,,,
127,devops-cloud,14,AWS-specific integrations,aws-specific-integrations,https://www.youtube.com/results?search_query=AWS-specific+integrations+tutorial+explained,,,,,
128,devops-cloud,15,Lock-in inventory,lock-in-inventory,https://www.youtube.com/results?search_query=Lock-in+inventory+tutorial+explained,,,,,
128,devops-cloud,15,"Cloud-agnostic abstractions (Crossplane, Pulumi) and their cost",cloud-agnostic-abstractions-crossplane-pulumi-an,https://www.youtube.com/results?search_query=Cloud-agnostic+abstractions+%28Crossplane%2C+Pulumi%29+and+their+cost+tutorial+explained,,,,,
128,devops-cloud,15,Cloudflare Workers + Pages,cloudflare-workers-pages,https://www.youtube.com/results?search_query=Cloudflare+Workers+%2B+Pages+tutorial+explained,,,,,
129,devops-cloud,16,What counts as a secret,what-counts-as-a-secret,https://www.youtube.com/results?search_query=What+counts+as+a+secret+tutorial+explained,,,,,
129,devops-cloud,16,AWS Secrets Manager + Parameter Store,aws-secrets-manager-parameter-store,https://www.youtube.com/results?search_query=AWS+Secrets+Manager+%2B+Parameter+Store+tutorial+explained,,,,,
130,devops-cloud,18,Flux,flux,https://www.youtube.com/results?search_query=Flux+tutorial+explained,,,,,
131,devops-cloud,19,Metrics vs logs vs traces,metrics-vs-logs-vs-traces,https://www.youtube.com/results?search_query=Metrics+vs+logs+vs+traces+tutorial+explained,,,,,
132,devops-cloud,20,"SLIs, SLOs, SLAs",slis-slos-slas,https://www.youtube.com/results?search_query=SLIs%2C+SLOs%2C+SLAs+tutorial+explained,,,,,
132,devops-cloud,20,Burn-rate alerts,burn-rate-alerts,https://www.youtube.com/results?search_query=Burn-rate+alerts+tutorial+explained,,,,,
132,devops-cloud,20,Blameless post-mortems,blameless-post-mortems,https://www.youtube.com/results?search_query=Blameless+post-mortems+tutorial+explained,,,,,
133,devops-cloud,21,AWS Cost Explorer + budgets,aws-cost-explorer-budgets,https://www.youtube.com/results?search_query=AWS+Cost+Explorer+%2B+budgets+tutorial+explained,,,,,
133,devops-cloud,21,Right-sizing,right-sizing,https://www.youtube.com/results?search_query=Right-sizing+tutorial+explained,,,,,
133,devops-cloud,21,Savings plans + reserved instances,savings-plans-reserved-instances,https://www.youtube.com/results?search_query=Savings+plans+%2B+reserved+instances+tutorial+explained,,,,,
134,devops-cloud,22,RTO (Recovery Time Objective) vs RPO (Recovery Point Objective),rto-recovery-time-objective-vs-rpo-recovery-poin,https://www.youtube.com/results?search_query=RTO+%28Recovery+Time+Objective%29+vs+RPO+%28Recovery+Point+Objective%29+tutorial+explained,,,,,
134,devops-cloud,22,Database backups,database-backups,https://www.youtube.com/results?search_query=Database+backups+tutorial+explained,,,,,
134,devops-cloud,22,Application-level backup tools,application-level-backup-tools,https://www.youtube.com/results?search_query=Application-level+backup+tools+tutorial+explained,,,,,
135,devops-cloud,23,IAM least privilege,iam-least-privilege,https://www.youtube.com/results?search_query=IAM+least+privilege+tutorial+explained,,,,,
135,devops-cloud,23,Network segmentation,network-segmentation,https://www.youtube.com/results?search_query=Network+segmentation+tutorial+explained,,,,,
135,devops-cloud,23,GuardDuty + Security Hub,guardduty-security-hub,https://www.youtube.com/results?search_query=GuardDuty+%2B+Security+Hub+tutorial+explained,,,,,
136,devops-cloud,24,Picking a scope,picking-a-scope,https://www.youtube.com/results?search_query=Picking+a+scope+tutorial+explained,,,,,
137,bi-analytics,1,What is Power BI?,what-is-power-bi,https://www.youtube.com/results?search_query=What+is+Power+BI%3F+tutorial+explained,,,,,
138,bi-analytics,2,What's drillthrough?,what-s-drillthrough,https://www.youtube.com/results?search_query=What%27s+drillthrough%3F+tutorial+explained,,,,,
138,bi-analytics,2,Build the Region Detail page,build-the-region-detail-page,https://www.youtube.com/results?search_query=Build+the+Region+Detail+page+tutorial+explained,,,,,
138,bi-analytics,2,Enable drillthrough,enable-drillthrough,https://www.youtube.com/results?search_query=Enable+drillthrough+tutorial+explained,,,,,
139,bi-analytics,3,What is RLS?,what-is-rls,https://www.youtube.com/results?search_query=What+is+RLS%3F+tutorial+explained,,,,,
139,bi-analytics,3,Create roles,create-roles,https://www.youtube.com/results?search_query=Create+roles+tutorial+explained,,,,,
139,bi-analytics,3,Test as a role,test-as-a-role,https://www.youtube.com/results?search_query=Test+as+a+role+tutorial+explained,,,,,
140,bi-analytics,4,Why automatic refresh,why-automatic-refresh,https://www.youtube.com/results?search_query=Why+automatic+refresh+tutorial+explained,,,,,
140,bi-analytics,4,Move the file to OneDrive,move-the-file-to-onedrive,https://www.youtube.com/results?search_query=Move+the+file+to+OneDrive+tutorial+explained,,,,,
140,bi-analytics,4,Re-point Power BI to OneDrive,re-point-power-bi-to-onedrive,https://www.youtube.com/results?search_query=Re-point+Power+BI+to+OneDrive+tutorial+explained,,,,,
141,bi-analytics,5,Measures vs calculated columns,measures-vs-calculated-columns,https://www.youtube.com/results?search_query=Measures+vs+calculated+columns+tutorial+explained,,,,,
141,bi-analytics,5,"Filter context — felt, not memorised",filter-context-felt-not-memorised,https://www.youtube.com/results?search_query=Filter+context+%E2%80%94+felt%2C+not+memorised+tutorial+explained,,,,,
142,bi-analytics,6,Time intelligence,time-intelligence,https://www.youtube.com/results?search_query=Time+intelligence+tutorial+explained,,,,,
142,bi-analytics,6,Iterator functions,iterator-functions,https://www.youtube.com/results?search_query=Iterator+functions+tutorial+explained,,,,,
142,bi-analytics,6,Filter context vs row context,filter-context-vs-row-context,https://www.youtube.com/results?search_query=Filter+context+vs+row+context+tutorial+explained,,,,,
143,bi-analytics,7,Window functions,window-functions,https://www.youtube.com/results?search_query=Window+functions+tutorial+explained,,,,,
143,bi-analytics,7,PARTITION BY and ORDER BY inside window functions,partition-by-and-order-by-inside-window-function,https://www.youtube.com/results?search_query=PARTITION+BY+and+ORDER+BY+inside+window+functions+tutorial+explained,,,,,
144,bi-analytics,8,Dimensional modelling,dimensional-modelling,https://www.youtube.com/results?search_query=Dimensional+modelling+tutorial+explained,,,,,
145,bi-analytics,9,Descriptive statistics,descriptive-statistics,https://www.youtube.com/results?search_query=Descriptive+statistics+tutorial+explained,,,,,
145,bi-analytics,9,Distributions,distributions,https://www.youtube.com/results?search_query=Distributions+tutorial+explained,,,,,
145,bi-analytics,9,Correlation and causation,correlation-and-causation,https://www.youtube.com/results?search_query=Correlation+and+causation+tutorial+explained,,,,,
146,bi-analytics,10,Hypothesis testing framework,hypothesis-testing-framework,https://www.youtube.com/results?search_query=Hypothesis+testing+framework+tutorial+explained,,,,,
146,bi-analytics,10,t-test,t-test,https://www.youtube.com/results?search_query=t-test+tutorial+explained,,,,,
147,bi-analytics,11,KPI design principles,kpi-design-principles,https://www.youtube.com/results?search_query=KPI+design+principles+tutorial+explained,,,,,
147,bi-analytics,11,The North Star metric framework and OKRs (Objectives and Key Results),the-north-star-metric-framework-and-okrs-objecti,https://www.youtube.com/results?search_query=The+North+Star+metric+framework+and+OKRs+%28Objectives+and+Key+Results%29+tutorial+explained,,,,,
147,bi-analytics,11,Narrative structure for data presentations,narrative-structure-for-data-presentations,https://www.youtube.com/results?search_query=Narrative+structure+for+data+presentations+tutorial+explained,,,,,
148,bi-analytics,12,Python setup,python-setup,https://www.youtube.com/results?search_query=Python+setup+tutorial+explained,,,,,
149,bi-analytics,13,Google Cloud Platform basics,google-cloud-platform-basics,https://www.youtube.com/results?search_query=Google+Cloud+Platform+basics+tutorial+explained,,,,,
149,bi-analytics,13,BigQuery SQL,bigquery-sql,https://www.youtube.com/results?search_query=BigQuery+SQL+tutorial+explained,,,,,
150,bi-analytics,14,Prompt engineering for data analysis,prompt-engineering-for-data-analysis,https://www.youtube.com/results?search_query=Prompt+engineering+for+data+analysis+tutorial+explained,,,,,
151,bi-analytics,15,BI portfolio requirements,bi-portfolio-requirements,https://www.youtube.com/results?search_query=BI+portfolio+requirements+tutorial+explained,,,,,
151,bi-analytics,15,LinkedIn optimisation for BI roles,linkedin-optimisation-for-bi-roles,https://www.youtube.com/results?search_query=LinkedIn+optimisation+for+BI+roles+tutorial+explained,,,,,
152,ml-engineering,3,What are hyperparameters?,what-are-hyperparameters,https://www.youtube.com/results?search_query=What+are+hyperparameters%3F+tutorial+explained,,,,,
152,ml-engineering,3,Install Optuna,install-optuna,https://www.youtube.com/results?search_query=Install+Optuna+tutorial+explained,,,,,
152,ml-engineering,3,Retrain with best params,retrain-with-best-params,https://www.youtube.com/results?search_query=Retrain+with+best+params+tutorial+explained,,,,,
153,ml-engineering,4,What is a REST API?,what-is-a-rest-api,https://www.youtube.com/results?search_query=What+is+a+REST+API%3F+tutorial+explained,,,,,
153,ml-engineering,4,Install Flask,install-flask,https://www.youtube.com/results?search_query=Install+Flask+tutorial+explained,,,,,
154,ml-engineering,6,Decision trees,decision-trees,https://www.youtube.com/results?search_query=Decision+trees+tutorial+explained,,,,,
155,ml-engineering,8,Time series components,time-series-components,https://www.youtube.com/results?search_query=Time+series+components+tutorial+explained,,,,,
156,ml-engineering,9,Tensors,tensors,https://www.youtube.com/results?search_query=Tensors+tutorial+explained,,,,,
156,ml-engineering,9,nn.Module,nn-module,https://www.youtube.com/results?search_query=nn.Module+tutorial+explained,,,,,
157,ml-engineering,12,Autoencoders,autoencoders,https://www.youtube.com/results?search_query=Autoencoders+tutorial+explained,,,,,
157,ml-engineering,12,Generative Adversarial Networks,generative-adversarial-networks,https://www.youtube.com/results?search_query=Generative+Adversarial+Networks+tutorial+explained,,,,,
157,ml-engineering,12,DDPM and DDIM,ddpm-and-ddim,https://www.youtube.com/results?search_query=DDPM+and+DDIM+tutorial+explained,,,,,
158,ml-engineering,13,What to track,what-to-track,https://www.youtube.com/results?search_query=What+to+track+tutorial+explained,,,,,
158,ml-engineering,13,MLflow,mlflow,https://www.youtube.com/results?search_query=MLflow+tutorial+explained,,,,,
158,ml-engineering,13,Determinism and seeding,determinism-and-seeding,https://www.youtube.com/results?search_query=Determinism+and+seeding+tutorial+explained,,,,,
159,ml-engineering,14,GPU memory hierarchy,gpu-memory-hierarchy,https://www.youtube.com/results?search_query=GPU+memory+hierarchy+tutorial+explained,,,,,
159,ml-engineering,14,Gradient accumulation,gradient-accumulation,https://www.youtube.com/results?search_query=Gradient+accumulation+tutorial+explained,,,,,
159,ml-engineering,14,DataParallel vs DistributedDataParallel,dataparallel-vs-distributeddataparallel,https://www.youtube.com/results?search_query=DataParallel+vs+DistributedDataParallel+tutorial+explained,,,,,
160,ml-engineering,15,Pipelines as DAGs,pipelines-as-dags,https://www.youtube.com/results?search_query=Pipelines+as+DAGs+tutorial+explained,,,,,
161,ml-engineering,18,What can go wrong in production,what-can-go-wrong-in-production,https://www.youtube.com/results?search_query=What+can+go+wrong+in+production+tutorial+explained,,,,,
161,ml-engineering,18,Concept drift,concept-drift,https://www.youtube.com/results?search_query=Concept+drift+tutorial+explained,,,,,
162,ml-engineering,19,Why offline metrics aren't enough,why-offline-metrics-aren-t-enough,https://www.youtube.com/results?search_query=Why+offline+metrics+aren%27t+enough+tutorial+explained,,,,,
162,ml-engineering,19,Two-sample tests,two-sample-tests,https://www.youtube.com/results?search_query=Two-sample+tests+tutorial+explained,,,,,
163,ml-engineering,20,Collaborative filtering,collaborative-filtering,https://www.youtube.com/results?search_query=Collaborative+filtering+tutorial+explained,,,,,
163,ml-engineering,20,Embeddings for recommenders,embeddings-for-recommenders,https://www.youtube.com/results?search_query=Embeddings+for+recommenders+tutorial+explained,,,,,
163,ml-engineering,20,Cold-start,cold-start,https://www.youtube.com/results?search_query=Cold-start+tutorial+explained,,,,,
164,ml-engineering,21,CI/CD for ML,ci-cd-for-ml,https://www.youtube.com/results?search_query=CI%2FCD+for+ML+tutorial+explained,,,,,
165,ml-engineering,22,When you need distributed,when-you-need-distributed,https://www.youtube.com/results?search_query=When+you+need+distributed+tutorial+explained,,,,,
166,ml-engineering,23,Definitions of fairness,definitions-of-fairness,https://www.youtube.com/results?search_query=Definitions+of+fairness+tutorial+explained,,,,,
166,ml-engineering,23,Mitigation,mitigation,https://www.youtube.com/results?search_query=Mitigation+tutorial+explained,,,,,
166,ml-engineering,23,SHAP,shap,https://www.youtube.com/results?search_query=SHAP+tutorial+explained,,,,,
167,data-analysis,1,What does a data analyst do?,what-does-a-data-analyst-do,https://www.youtube.com/results?search_query=What+does+a+data+analyst+do%3F+tutorial+explained,,,,,
168,data-analysis,2,"The DataFrame — many Series, one table",the-dataframe-many-series-one-table,https://www.youtube.com/results?search_query=The+DataFrame+%E2%80%94+many+Series%2C+one+table+tutorial+explained,,,,,
169,data-analysis,3,Form a testable hypothesis,form-a-testable-hypothesis,https://www.youtube.com/results?search_query=Form+a+testable+hypothesis+tutorial+explained,,,,,
169,data-analysis,3,Scatter plot: Discount vs Profit,scatter-plot-discount-vs-profit,https://www.youtube.com/results?search_query=Scatter+plot%3A+Discount+vs+Profit+tutorial+explained,,,,,
170,data-analysis,4,What customer lifetime value is,what-customer-lifetime-value-is,https://www.youtube.com/results?search_query=What+customer+lifetime+value+is+tutorial+explained,,,,,
170,data-analysis,4,Compute CLV per customer,compute-clv-per-customer,https://www.youtube.com/results?search_query=Compute+CLV+per+customer+tutorial+explained,,,,,
170,data-analysis,4,Segment customers by value,segment-customers-by-value,https://www.youtube.com/results?search_query=Segment+customers+by+value+tutorial+explained,,,,,
171,data-analysis,5,SELECT — read columns from a table,select-read-columns-from-a-table,https://www.youtube.com/results?search_query=SELECT+%E2%80%94+read+columns+from+a+table+tutorial+explained,,,,,
171,data-analysis,5,WHERE — filter rows,where-filter-rows,https://www.youtube.com/results?search_query=WHERE+%E2%80%94+filter+rows+tutorial+explained,,,,,
172,data-analysis,6,Samples and selection bias,samples-and-selection-bias,https://www.youtube.com/results?search_query=Samples+and+selection+bias+tutorial+explained,,,,,
172,data-analysis,6,Confidence intervals,confidence-intervals,https://www.youtube.com/results?search_query=Confidence+intervals+tutorial+explained,,,,,
172,data-analysis,6,Correlation,correlation,https://www.youtube.com/results?search_query=Correlation+tutorial+explained,,,,,
173,data-analysis,7,"AI accelerates, you stay accountable",ai-accelerates-you-stay-accountable,https://www.youtube.com/results?search_query=AI+accelerates%2C+you+stay+accountable+tutorial+explained,,,,,
173,data-analysis,7,Schema-aware prompts for SQL,schema-aware-prompts-for-sql,https://www.youtube.com/results?search_query=Schema-aware+prompts+for+SQL+tutorial+explained,,,,,
174,data-analysis,8,"The deck is an argument, not a dump",the-deck-is-an-argument-not-a-dump,https://www.youtube.com/results?search_query=The+deck+is+an+argument%2C+not+a+dump+tutorial+explained,,,,,
174,data-analysis,8,Slide 1 — the headline (BLUF),slide-1-the-headline-bluf,https://www.youtube.com/results?search_query=Slide+1+%E2%80%94+the+headline+%28BLUF%29+tutorial+explained,,,,,
174,data-analysis,8,Slides 2-4 — one finding per slide,slides-2-4-one-finding-per-slide,https://www.youtube.com/results?search_query=Slides+2-4+%E2%80%94+one+finding+per+slide+tutorial+explained,,,,,
175,data-analysis,9,Find the rough edges,find-the-rough-edges,https://www.youtube.com/results?search_query=Find+the+rough+edges+tutorial+explained,,,,,
175,data-analysis,9,Fix the rough edges,fix-the-rough-edges,https://www.youtube.com/results?search_query=Fix+the+rough+edges+tutorial+explained,,,,,
175,data-analysis,9,Reformat the memo as a polished doc,reformat-the-memo-as-a-polished-doc,https://www.youtube.com/results?search_query=Reformat+the+memo+as+a+polished+doc+tutorial+explained,,,,,
176,data-analysis,10,Why people analytics,why-people-analytics,https://www.youtube.com/results?search_query=Why+people+analytics+tutorial+explained,,,,,
176,data-analysis,10,Load and inspect,load-and-inspect,https://www.youtube.com/results?search_query=Load+and+inspect+tutorial+explained,,,,,
176,data-analysis,10,Attrition by department,attrition-by-department,https://www.youtube.com/results?search_query=Attrition+by+department+tutorial+explained,,,,,
177,data-analysis,11,What tenure analysis is,what-tenure-analysis-is,https://www.youtube.com/results?search_query=What+tenure+analysis+is+tutorial+explained,,,,,
177,data-analysis,11,Attrition by tenure band,attrition-by-tenure-band,https://www.youtube.com/results?search_query=Attrition+by+tenure+band+tutorial+explained,,,,,
178,data-analysis,12,Build the dashboard,build-the-dashboard,https://www.youtube.com/results?search_query=Build+the+dashboard+tutorial+explained,,,,,
178,data-analysis,12,Make it interactive (filters),make-it-interactive-filters,https://www.youtube.com/results?search_query=Make+it+interactive+%28filters%29+tutorial+explained,,,,,
179,data-analysis,13,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
179,data-analysis,13,Fix them,fix-them,https://www.youtube.com/results?search_query=Fix+them+tutorial+explained,,,,,
180,data-analysis,14,Why analysts scrape,why-analysts-scrape,https://www.youtube.com/results?search_query=Why+analysts+scrape+tutorial+explained,,,,,
180,data-analysis,14,Scrape ethically (robots.txt),scrape-ethically-robots-txt,https://www.youtube.com/results?search_query=Scrape+ethically+%28robots.txt%29+tutorial+explained,,,,,
181,data-analysis,15,What is a funnel?,what-is-a-funnel,https://www.youtube.com/results?search_query=What+is+a+funnel%3F+tutorial+explained,,,,,
181,data-analysis,15,Get the Olist data,get-the-olist-data,https://www.youtube.com/results?search_query=Get+the+Olist+data+tutorial+explained,,,,,
182,data-analysis,16,What's a cohort?,what-s-a-cohort,https://www.youtube.com/results?search_query=What%27s+a+cohort%3F+tutorial+explained,,,,,
182,data-analysis,16,First-purchase month per customer,first-purchase-month-per-customer,https://www.youtube.com/results?search_query=First-purchase+month+per+customer+tutorial+explained,,,,,
183,data-analysis,17,What an A/B test really is,what-an-a-b-test-really-is,https://www.youtube.com/results?search_query=What+an+A%2FB+test+really+is+tutorial+explained,,,,,
183,data-analysis,17,Simulate the two groups,simulate-the-two-groups,https://www.youtube.com/results?search_query=Simulate+the+two+groups+tutorial+explained,,,,,
183,data-analysis,17,Compute the lift,compute-the-lift,https://www.youtube.com/results?search_query=Compute+the+lift+tutorial+explained,,,,,
184,data-analysis,18,Dashboard layout,dashboard-layout,https://www.youtube.com/results?search_query=Dashboard+layout+tutorial+explained,,,,,
184,data-analysis,18,The funnel chart,the-funnel-chart,https://www.youtube.com/results?search_query=The+funnel+chart+tutorial+explained,,,,,
185,data-analysis,19,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
186,data-analysis,20,Why learn both Power BI and Tableau,why-learn-both-power-bi-and-tableau,https://www.youtube.com/results?search_query=Why+learn+both+Power+BI+and+Tableau+tutorial+explained,,,,,
187,data-analysis,21,Set up BigQuery (free),set-up-bigquery-free,https://www.youtube.com/results?search_query=Set+up+BigQuery+%28free%29+tutorial+explained,,,,,
188,data-analysis,23,Trend chart,trend-chart,https://www.youtube.com/results?search_query=Trend+chart+tutorial+explained,,,,,
189,data-analysis,24,Page 4 — Operations,page-4-operations,https://www.youtube.com/results?search_query=Page+4+%E2%80%94+Operations+tutorial+explained,,,,,
190,data-analysis,25,Why storytelling beats analysis,why-storytelling-beats-analysis,https://www.youtube.com/results?search_query=Why+storytelling+beats+analysis+tutorial+explained,,,,,
190,data-analysis,25,Distil it to ONE sentence,distil-it-to-one-sentence,https://www.youtube.com/results?search_query=Distil+it+to+ONE+sentence+tutorial+explained,,,,,
190,data-analysis,25,Slide as visual hierarchy,slide-as-visual-hierarchy,https://www.youtube.com/results?search_query=Slide+as+visual+hierarchy+tutorial+explained,,,,,
191,data-analysis,27,Audit what you have,audit-what-you-have,https://www.youtube.com/results?search_query=Audit+what+you+have+tutorial+explained,,,,,
192,data-analysis,28,Data modeling and relationships,data-modeling-and-relationships,https://www.youtube.com/results?search_query=Data+modeling+and+relationships+tutorial+explained,,,,,
192,data-analysis,28,DAX measures,dax-measures,https://www.youtube.com/results?search_query=DAX+measures+tutorial+explained,,,,,
193,data-science,3,Concatenate multiple months of data,concatenate-multiple-months-of-data,https://www.youtube.com/results?search_query=Concatenate+multiple+months+of+data+tutorial+explained,,,,,
193,data-science,3,GroupBy on multiple columns,groupby-on-multiple-columns,https://www.youtube.com/results?search_query=GroupBy+on+multiple+columns+tutorial+explained,,,,,
194,data-science,4,Load TaxiPulse data into SQL,load-taxipulse-data-into-sql,https://www.youtube.com/results?search_query=Load+TaxiPulse+data+into+SQL+tutorial+explained,,,,,
194,data-science,4,"SELECT, WHERE, GROUP BY",select-where-group-by,https://www.youtube.com/results?search_query=SELECT%2C+WHERE%2C+GROUP+BY+tutorial+explained,,,,,
195,data-science,5,Regression vs classification — and the ML workflow,regression-vs-classification-and-the-ml-workflow,https://www.youtube.com/results?search_query=Regression+vs+classification+%E2%80%94+and+the+ML+workflow+tutorial+explained,,,,,
196,data-science,6,Why p-values matter — signal vs noise,why-p-values-matter-signal-vs-noise,https://www.youtube.com/results?search_query=Why+p-values+matter+%E2%80%94+signal+vs+noise+tutorial+explained,,,,,
