track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
data-science,29,Clean — and document every decision,clean-and-document-every-decision,https://www.youtube.com/results?search_query=Clean+%E2%80%94+and+document+every+decision+tutorial+explained,,,,,
data-science,31,Audit what you have,audit-what-you-have,https://www.youtube.com/results?search_query=Audit+what+you+have+tutorial+explained,,,,,
data-science,31,Buy a domain,buy-a-domain,https://www.youtube.com/results?search_query=Buy+a+domain+tutorial+explained,,,,,
data-science,35,Mindset shift,mindset-shift,https://www.youtube.com/results?search_query=Mindset+shift+tutorial+explained,,,,,
data-science,35,DAGs,dags,https://www.youtube.com/results?search_query=DAGs+tutorial+explained,,,,,
data-science,35,Propensity Score Matching,propensity-score-matching,https://www.youtube.com/results?search_query=Propensity+Score+Matching+tutorial+explained,,,,,
data-science,36,Concepts,concepts,https://www.youtube.com/results?search_query=Concepts+tutorial+explained,,,,,
data-science,36,Pick model + sensitive attribute,pick-model-sensitive-attribute,https://www.youtube.com/results?search_query=Pick+model+%2B+sensitive+attribute+tutorial+explained,,,,,
data-science,40,Exploration strategies,exploration-strategies,https://www.youtube.com/results?search_query=Exploration+strategies+tutorial+explained,,,,,
data-science,43,Differential privacy intuition,differential-privacy-intuition,https://www.youtube.com/results?search_query=Differential+privacy+intuition+tutorial+explained,,,,,
